id,created_at,edit_history_tweet_ids,text,withheld,clean_text,nouns,lemm_nouns
1.2178758162453504e+18,2020-01-16 18:26:36+00:00,['1217875816245350401'],@AvantiWestCoast Hi I’m due to board the 19:17 service from Wigan north western to London Euston but it has been cancelled at earlier stops yet still says on time for Wigan. Will the service be cancelled in Wigan too? Thank you,, hi i’m due to board the service from wigan north western to london euston but it has been cancelled at earlier stops yet still says on time for wigan will the service be cancelled in wigan too thank you,hi board service euston stops time wigan service ,board service euston stop time wigan service
1.217781040682541e+18,2020-01-16 12:10:00+00:00,['1217781040682541058'],@soakzayn LOVE U XX,, love u xx, xx ,
1.217774384707928e+18,2020-01-16 11:43:33+00:00,['1217774384707928065'],Today I was offered my dream job on cardiothoracic intensive care and I don’t think I’ve ever been happier in possibly my whole entire life 😭😭 6 months to go until I qualify 😁😁,,today i was offered my dream job on cardiothoracic intensive care and i don’t think i’ve ever been happier in possibly my whole entire life  months to go until i qualify ,today i dream job cardiothoracic care i life months  ,today dream job cardiothoracic care life month
1.2174003999232205e+18,2020-01-15 10:57:28+00:00,['1217400399923220480'],Can’t believe we’re only mere months away from the the release of the ballad of songbirds and snakes I’m too excited,,can’t believe we’re only mere months away from the the release of the ballad of songbirds and snakes i’m too excited,months release ballad songbirds snakes ,month release ballad songbird snake
1.2173995833383895e+18,2020-01-15 10:54:13+00:00,['1217399583338389505'],@catxnn @DamienHaas We’ll surely peeta would make it in the ‘in’ thing,,  we’ll surely peeta would make it in the in thing, peeta thing ,peeta thing
1.217399285886718e+18,2020-01-15 10:53:02+00:00,['1217399285886717952'],@catxnn @DamienHaas There was something quite disturbing watching peeta mellark drink irn bru whilst bowling. Doesn’t strike me as the kind of thing that happens in panem,,  there was something quite disturbing watching peeta mellark drink irn bru whilst bowling doesn’t strike me as the kind of thing that happens in panem, something peeta mellark bru whilst strike kind thing panem ,something peeta mellark bru whilst strike kind thing panem
1.2173961632692677e+18,2020-01-15 10:40:38+00:00,['1217396163269267456'],@catxnn @DamienHaas Not as good as my dream I went bowling with peeta mellark and he bought me irn bru,,  not as good as my dream i went bowling with peeta mellark and he bought me irn bru, dream i peeta mellark bru ,dream peeta mellark bru
1.217110884088275e+18,2020-01-14 15:47:02+00:00,['1217110884088274946'],I AM SO HAPPY Can this show please run as long as greys anatomy has done I can’t get enough https://t.co/HlagIEBJaQ,,i am so happy can this show please run as long as greys anatomy has done i can’t get enough ,i greys i  ,grey
1.2170269713241088e+18,2020-01-14 10:13:35+00:00,['1217026971324108800'],@louise_latham The best tweet ever. Love u 💖,, the best tweet ever love u ,tweet  ,tweet
1.2170268870478848e+18,2020-01-14 10:13:15+00:00,['1217026887047884802'],@ishaize Thank you so much!!,, thank you so much,thank ,thank
1.2170011081466634e+18,2020-01-14 08:30:49+00:00,['1217001108146663424'],@stride_hannah Good luck! You’ll be fine!,, good luck you’ll be fine,luck ,luck
1.2168180118369935e+18,2020-01-13 20:23:16+00:00,['1216818011836993542'],@neglectheaven I can’t thank you enough for your positivity! I’m going to try my best to carry it with me in the interview!,, i can’t thank you enough for your positivity i’m going to try my best to carry it with me in the interview, i thank positivity interview ,thank positivity interview
1.2168094907938447e+18,2020-01-13 19:49:24+00:00,['1216809490793844737'],@neglectheaven It’s just so out of my comfort zone I feel like that’ll come across in the interview!! Thank you for your kind words 💖,, it’s just so out of my comfort zone i feel like that’ll come across in the interview thank you for your kind words ,comfort zone i interview thank kind words ,comfort zone interview thank kind word
1.21680682012527e+18,2020-01-13 19:38:47+00:00,['1216806820125270016'],Actually the most boring coupling of any season of love island happened last night the girls shoes must have been superglued to the floor,,actually the most boring coupling of any season of love island happened last night the girls shoes must have been superglued to the floor,coupling season love island night girls shoes floor ,coupling season love island night girl shoe floor
1.2168028519403725e+18,2020-01-13 19:23:01+00:00,['1216802851940372482'],Just in time for tour 😁😁😁 https://t.co/AOuO5bKdwV,,just in time for tour  ,time   ,time
1.2168024392040817e+18,2020-01-13 19:21:23+00:00,['1216802439204081664'],@LizBethhh_1D Thank you so much!! 💖,, thank you so much ,thank  ,thank
1.2168023927144366e+18,2020-01-13 19:21:12+00:00,['1216802392714436610'],@catxnn Love u 😭,, love u ,  ,
1.216782067817644e+18,2020-01-13 18:00:26+00:00,['1216782067817644033'],@samsmelodj Thank you so much!!,, thank you so much,thank ,thank
1.2167759360137503e+18,2020-01-13 17:36:04+00:00,['1216775936013750273'],So nervous for my job interview on Thursday 😭 I’m not going to get the job I know it,,so nervous for my job interview on thursday  i’m not going to get the job i know it,job interview  job i ,job interview job
1.2160907465933906e+18,2020-01-11 20:13:22+00:00,['1216090746593390592'],"My week on Twitter 🎉: 1 Mention, 1 Reply. See yours with https://t.co/gc0Qs23CoK https://t.co/wxZrvj3Jom",,my week on twitter  mention reply see yours with  ,week twitter  mention reply yours   ,week twitter mention reply
1.2160574073711247e+18,2020-01-11 18:00:53+00:00,['1216057407371124736'],I wish someone would actually write my dissertation for me like I would actually pay good money to have to write it myself :) can I be qualified now please :),,i wish someone would actually write my dissertation for me like i would actually pay good money to have to write it myself  can i be qualified now please ,i someone dissertation i money  ,someone dissertation money
1.215625286584279e+18,2020-01-10 13:23:48+00:00,['1215625286584279040'],Jumped so hard at the haunting of hill house this morning I snapped my glasses and now my lense is literally being held in place by my nose,,jumped so hard at the haunting of hill house this morning i snapped my glasses and now my lense is literally being held in place by my nose,jumped haunting hill house morning i glasses lense place nose ,jumped haunting hill house morning glass lense place nose
1.2151194171614536e+18,2020-01-09 03:53:39+00:00,['1215119417161453568'],My week on Twitter 🎉: 7 Likes. See yours with https://t.co/gc0Qs23CoK https://t.co/5uvCTqhTO8,,my week on twitter  likes see yours with  ,week twitter  likes yours   ,week twitter like
1.212485918084481e+18,2020-01-01 21:29:04+00:00,['1212485918084481025'],Twitter searched “Daniel Meade Ugly Betty” and now regret it more than anything. Everyone calling him bland and boring when I am obsessed has me DEVASTATED https://t.co/bSivJyfXQR,,twitter searched daniel meade ugly betty and now regret it more than anything everyone calling him bland and boring when i am obsessed has me devastated ,twitter meade anything everyone bland boring i  ,twitter meade anything everyone bland boring
